,Location,Operator,Route,Type,Aboard,Fatalities,Ground,Year,Month,Day
,"Off Marie Galante Island, West Indies",Air Guadeloupe,,de Havilland Canada DHC-6 Twin Otter 300,20,15,0,1978,11,18
,"Near Leh, India",Military - Indian Air Force,Chandigarh - Leh,Antonov An-12,77,77,1,1978,11,19
,"Near Rubio, Venezuela",Taxi Aereo el Venado,Cucuta - Arauca,Douglas C-47A,27,27,0,1978,11,21
,"Hydaburg, Alaska",Tyee Airlines - Air Taxi,"Ketchikan, AK - Hydaburg, AK",de Havilland DHC-2,5,5,0,1978,11,25
,"Hartford, Connecticut",Corporate Air - Air Taxi,"Hartford, CT - Newburg, NY",Aerostar 601P,3,3,0,1978,11,28
,"Near Steamboat Springs, Coloado",Rocky Mountain Airways,Steamboat Springs - Denver,de Havilland Canada DHC-6 Twin Otter 300,22,2,0,1978,12,04
,"Selvapiana, Italy",Air 70,,Cessna 421 Golden Eagle,10,10,0,1978,12,16
,"Hyderabad, India",Indian Airlines,,Boeing B-737-2A8,132,1,3,1978,12,17
,"Morton, Illinois",Galesburg Aviation - Air Taxi,"Terra Haute, IN - Moline, IN",Cessna 210L,2,2,0,1978,12,19
,"Chevak, Alaska",Chugiak Aviation - Air Taxi,"St. Marys, AK - Chevak, AK",Cessna 207,7,2,0,1978,12,21
,"Near Cinisi, Sicily, Italy",Alitalia,Rome - Palermo,McDonnell Douglas DC-9-32,129,108,0,1978,12,23
,"Turks & Caicos Islands, Caribbean",Haïti Air Inter,,Britten Norman BN-2A Islander,10,10,0,1978,12,26
,"Portland, Oregon",United Air Lines,Denver - Portland,McDonnell Douglas DC-8-61,189,10,0,1978,12,28
,"Templeton, Massachusetts",Nash and Tampo - Air Taxi,"Concord, MA - White Plains, NY",Piper PA-31,5,5,0,1979,01,11
,"Minsk, Russia",Aeroflot,,Antonov AN-24N,13,13,0,1979,01,15
,"Near Belgorod, Russia",Aeroflot,Training,Let 410M,3,3,0,1979,01,18
,"Grand Rapids, Michigan",L.J. Simmons - Air Taxi,"Lansing, MI - Marquette, MI",Aerostar 601,6,4,0,1979,01,19
,"Bechar, Algeria",Air Algerie,,Nord 262A-44,23,14,0,1979,01,24
,"Rodez, France",Air Rouergue,,Fokker F-27 Friendship 500,6,5,0,1979,01,27
,"Trebinje, Bosnia Herzegovina",Aeropol,,Antonov 2PF,3,3,0,1979,02,05
,"Near Agudos, Brazil",TAM Lineas Aéreas Regional,Bauru - Sao Paulo,Embraer 110C Bandeirante,18,18,0,1979,02,08
,"Clarksburg, West Virginia",Allegheny Airlines,Clarksburg - Washington DC,Nord 262,25,2,0,1979,02,12
,"Near Kariba, Rhodesia",Air Rhodesia,Kariba - Salisbury,Vickers Viscount 748D,59,59,0,1979,02,12
,"Manakau Harbor, New Zealand",Air New Zealand,Gisborne - Auckland,Fokker F-27 Friendship 500,4,2,0,1979,02,17
,"Barentu, Ethiopia",Ethiopian Airlines,,Douglas DC-3,5,5,0,1979,02,19
,"Near Moanda, Gabon",Air Gabon,,Douglas DC-6B,3,3,0,1979,02,26
,"Greensville, Mississippi",Air Service - Air Taxi,"Greenville, MS - Charlotte, NC",Beech 58,3,3,0,1979,02,26
,"Gulfport, Mississippi",Universal Airways,"Houston, TX - Gulfport, MS - New Orleans, LA",Beech BE-70,8,8,0,1979,03,01
,"Galesburg, Illinois",Agee Flying Service - Air Taxi,"Lebanon, TN - Galesburg, IL",Cessna 310B,4,4,0,1979,03,02
,"Near Probolinggo, Indonesia",Garuda Indonesia Airlines,Denpasar - Surabaya,Fokker F-28 Fellowship 1000,4,4,0,1979,03,06
,"Off Marina del Rey, California",Swift Aire Lines Inc.,New York - Santa Monica,Aerospatiale Nord 262A-33,7,3,0,1979,03,10
,"Near Doha Airport, Qatar",Alia Royal Jordanian Airlines,Amman - Doha,Boeing B-727-2D3,64,45,0,1979,03,14
,"Bejing, China",CAAC,,Hawker Siddeley Trident 2E,12,12,32,1979,03,14
,"Near Moscow, Russia",Aeroflot,Moscow - Odessa,Tupolev TU-104B,106,86,0,1979,03,17
,"Chardzhow, Russia",Aeroflot,,Yakovlev YAK-40,29,29,0,1979,03,20
,"Liepaya, Latvia",Aeroflot,Gorkiy - Liepaya,Tupolev 134A,5,4,0,1979,03,22
,"Nightmute, Alaska",Village Aviation - Air Taxi,"Bethel, AK - Tooksook, Alaska",Cessna U206,7,2,0,1979,03,22
,"Luanda, Angola",Interflug,,Ilyushin IL-18D,10,10,0,1979,03,26
,"Ste. Foy, PQ, Canada",Quebecair,Quebe- Montreal,Fairchild F-27,24,17,0,1979,03,29
,"Carrizozo, New Mexico",SW Air Rangers - Air Taxi,"Carrizozo, NM - Albuquerque, NM",Piper PA-32RT-300,3,3,0,1979,04,12
,"Off Avalon, California",Catalina Airlines,"San Pedro, CA - Catalina, CA",Grumman G-21 Goose,11,1,0,1979,04,14
,"Newark, New Jersey",New York Airways,"Newark, NJ - Flushing, NY",Sikorsky S61-L,18,3,0,1979,04,18
,"Near Cuenca, Ecuador",SAETA,Quito - Cuenca,Vickers Viscount 785D,57,57,0,1979,04,23
,"Baykity, Russia",Aeroflot,,Antonov AN-26,4,4,0,1979,04,25
,"Chicago O'Hare, Illinois",American Airlines,"Chicago, IL- Los Angeles, CA",McDonnell Douglas DC-10-10,271,271,2,1979,05,25
,"Shungnak, Alaska",Ambler Air Service,"Ambler, AK - Kobuk, AK",Cessna 185,9,7,0,1980,01,14
,"Bullen Point, Alaska",Sea Airmotive,Bullen Point - Deadhorse,de Havilland Canada DHC-4A Caribou,3,3,0,1979,05,25
,"Off Dakar, Senegal",Military - Mauritanian Air Force,Bouceif - Dakar,de Havilland Canada DHC-5D Buffalo,12,12,0,1979,05,27
,"Rockland, Maine",Downeast Airlines,Boston - Rockland,de Havilland DHC-6-200,18,17,0,1979,05,30
,"Near Leh, India",Military - Indian Air Force,,Hindustan Aeronautics 748-2M,27,27,0,1979,06,07
,"Chicago, Illinois",Skystream Airlines,Positioning,Beechcraft 99,2,2,0,1979,06,09
,"Hyannis, Massachusetts",Air New England,"New York, NY - Hyannis, MA",de Havilland Canada DHC-6 Twin Otter 300,10,1,0,1979,06,17
,"Near Medan Airfield, Indonesia",Garuda Indonesia Airlines,Talang Betutu - Medan,Fokker F-28 Fellowship 1000,61,61,0,1979,07,11
,"Anchorage, Alaska",Soldotna Air Services,"Anchorage, AK - Kenai, AK",Cessna 402B,7,7,0,1979,07,12
,"Bua, Fiji",Fiji Air Services,Suva-Nausori - Bua-Dama,Britten Norman BN-2A Trislander,9,9,0,1979,07,12
,"Off Honolulu, Hawaii",Trans National Airlines,Positiioning - San Jose - Honolulu,Douglas C-47B,3,3,0,1979,07,20
,"Beirut, Lebanon",Trans Mediterranean Airways,Training,Boeing 707-327C,6,6,0,1979,07,23
,"St. Croix, Virgin Islands",Prinair,St. Croix - St. Kitts,de Havilland DH-114 Heron,21,8,0,1979,07,24
,"Off Sumburgh, Shetlands, England",Dan Air Services,,Hawker Siddeley HS-748-1,47,17,0,1979,07,31
,"Canton, Ohio",Private,,Cessna  501 Citation,3,1,0,1979,08,02
,"Leningrad, USSR",Aeroflot,,LET 410M turbojet,14,14,0,1979,08,03
,"Near Panvel, India",Indian Airlines,Bombay - Pune,Hindustan Aeronautics 748 2-224,45,45,0,1979,08,04
,"Pistol Creek, Idaho",Boise Air Service,"Boise, ID - Indian Creek, ID",Cessna T210M,6,6,0,1979,08,04
,"Flushing, New York",Southern Jersey Air - Air Taxi,"Flushing, NY - AtlantiCity, NJ",Beechcraft D55,3,3,0,1979,08,09
,"Near Katab, Egypt",Bahri Aviation,"Athens, Greece - Jeddah, Saudi Arabia",Learjet 35,5,5,0,1979,08,11
,"Dneprodzerzhinsk, Ukraine, USSR",Aeroflot / Aeroflot,Tashkent - Donetsk - Minsk /Chelyabinsk to Kishinev,Tupolev TU-134A / Tupolev Tu-134A,178,178,0,1979,08,11
,"Bogota, Colombia",SATENA,,Hawker Siddeley HS-748,1,1,3,1979,08,22
,"Near Enisseysk, USSR",Aeroflot,Norisk - Krasnoyarsk,Antonov AN-12,16,11,0,1979,08,23
,"Near Kirsanov, Russia",Aeroflot,,Tupolev TU-124,63,63,0,1979,08,29
,"Frobisher Bay, Canada",Bradley Air Services,,de Havilland Canada DHC-6 Twin Otter 300,9,9,0,1979,08,29
,"Andema, Russia",Aeroflot,,Antonov AN-24,43,40,0,1979,09,03
,"Nice, France",Sterling Airways,,Aerospatiale Corvette,10,10,0,1979,09,03
,"Off Taipei, Taiwan",China Airlines (Taiwan),Training,Boeing 707-324C,6,6,0,1979,09,11
,"Near Klamath Falls, Oregon",Butler Aviation Inc.,Redmond - Klamath Falls - Medford,Douglas DC-7,12,12,0,1979,09,14
,"Near Sarroch,  Italy",Aero Transporti Italiani,Alghero - Cagliari,McDonnell Douglas DC-9-32,31,31,0,1979,09,14
,"Blink Horn Point, Canada",PacifiCoastal Airlines,,Britten Norman BN-7A lslander,9,4,0,1979,09,18
,"Merced, California",Military - U.S. Air Force,Training,Boeing KC-135A,5,5,0,1979,09,19
,"Porpoise Bay, British Columbia Canada",West Coast Air,,de Havilland Canada DHC-6 Twin Otter 200,16,2,0,1979,09,30
,"Juneau, Alaska",Southeast Skyways - Air Taxi,"Juneau, AK - Return",Cessna 207,3,3,0,1979,10,03
,"Covington, Kentucky",Comair,"Covington, KY - Nashville, TN",Piper PA-31,8,8,0,1979,10,08
,"Athens, Greece",Swissair,Zurich - Geneva - Athens - Bombay - Beijing,McDonnell Douglas DC-8-62,156,14,0,1979,10,08
,"Anchorage, Alaska",Spernak Airway - Air Taxi,"Anchorage, AK - Anchorage, AK",Cessna 207A,4,4,0,1979,10,08
,"Bloomington, Indiana",Rhoadgs Aviation - Air Taxi,"Centrailia, IN - Columbus, IN",Cessna 310,2,2,0,1979,10,22
,"Near San Ysidro, California",,"Monterey, Mexico - San Ysidro, CA",Beech 200,10,10,0,1979,10,27
,"Tijuana, Mexico",Procurator Generale de la Republica,,de Havilland Canada DHC-6 Twin Otter 300,10,10,0,1979,10,28
,"Mexico City, Mexico",Western Airlines,"Los Angeles, CA  - Mexico City, Mexico",McDonnell Douglas DC-10-10,88,72,1,1979,10,31
,"Big Trout Lake, Canada",Austin Airways,Pickle Lake - Big Trout,De Havilland Dash-6,3,3,0,1979,11,01
,"Greenville, South Carolina",Bankair Inc. - Air Taxi,"Greenville, SC - Colombia, SC",Piper PA-31,7,5,0,1979,11,02
,"Salem, Oregon",McKenzie Flying Service - Air Taxi,"John Day, OR - Salem, OR",Cessna T310R,3,3,0,1979,11,12
,"Near Chicago, Illinois",American Airlines,Chicago - Washington D.C.,Boeing B-727,78,0,0,1979,11,15
,"Vologda, Russia",Aeroflot,Positioning,Yakovlev YAK-40,5,3,0,1979,11,16
,"Granger, Utah",Transamerica Airlines,"Ogden, UT - Las Vegas, NV",Lockheed L-188CF Electra,3,3,0,1979,11,18
,"Takla Narrows, British Columbia, Canada",Smithers Air Service,,de Havilland Canada DHC-3 Otter,4,3,0,1979,11,26
,"Near At Ta'if, Jeddah, Saudi Arabia",Pakistan International Airlines,Jeddah - Karachi,Boeing B-707-340C,156,156,0,1979,11,26
,"Near Mt. Erebus, Ross Ice Shelf, Antarctica",Air New Zealand,Auckland - Christchurch,McDonnell Douglas DC-10-30,257,257,0,1979,11,28
,"San Andres Island, Colombia",Aerolineas La Gaviola,,Grumman G-21 Goose,9,9,0,1979,11,30
,"Nome, Alaska",Evergreen Helicopter - Air Taxi,"Nome, AK - Return",de Havilland DHC-6,4,4,0,1979,12,03
,"Cherskiy, Russia",Aeroflot,,Antonov AN-26,7,7,0,1979,12,09
,"Apolo, Bolivia",CAMBA,,Martin 404,11,10,0,1979,12,12
,"Cerro Toledo Mountain, Colombia",SATENA,Arauca - Bogota,Douglas DC-4 (C-54),19,19,0,1979,12,19
,"Near Puerto Esperanza, Peru",Fuerza Aérea del Peru,Pucallpa - Puerto Esperanza,de Havilland Canada DHC-5 Buffalo,29,29,0,1979,12,22
,"Ankara, Turkey",Turkish Airlines (THY),Ankara - Samsun,Fokker F-28 Fellowship 1000,45,41,0,1979,12,23
,"Menari, Papua New Guinea",Douglas Airways,,GAF Nomad 22B,15,15,0,1979,12,23
,Haiti,Haïti Air Inter,Port au Prince - Cape Haitien,Britten Norman BN Islander,9,9,0,1980,01,02
,Over the AtlantiOcean,Private charter,Shreveport - Baton Rouge,Cessna 441 Conquest,2,2,0,1980,01,11
,"Elburz Mtns., near Laskarak, Markazi, Iran",Iran National Airlines,Babol Sar - Tehran,Boeing B-727-86,128,128,0,1980,01,21
,"Mt. Cemonyet,  Indonesia",Pelita Air Service,,CASA 212 Aviocar 100,13,13,0,1980,01,23
,"Near Mandalay, Burma",Military - Union of Burma Air Force,Mandalay - Rangoon,Fairchild FH-227H,44,43,0,1980,01,24
,"Baracoa, Cuba",Cubana de Aviacon,Moa - Baracoa,Yakovlev YAK-40,37,1,0,1980,02,03
,"Sydney, NSW, Australia",Advance Airlines,Sydney - Tomora,Beechcraft Super King Air 200,13,13,0,1980,02,21
,"Leeville, Louisiana",Rotor Airs In- Air Taxi,"Leeville, LA - Grand Isle, LA",Sikorsky S-62A,7,6,0,1980,02,21
,"Near Agra, India",Military - Indian Air Force,,Fairchild C-119G,47,46,1,1980,02,22
,"Manila, Philippines",China Airlines (Taiwan),Taipei - Manila,Boeing B-707-309C,135,2,0,1980,02,27
,"Near Warsaw, Poland",LOT Polish Airlines,New York City - Warsaw,Ilyushin IL-62,87,87,0,1980,03,14
,"Near Yenice, Turkey",Military - U.S. Air Force,,Lockheed C-130H,18,18,0,1980,03,14
,"Houston, Texas",Eagle Commuter,"Houston, TX - Brownwood, TX",Piper PA-28-180,10,7,0,1980,03,21
,"Off Macae, Brazil",VOTEC,,Sikorsky S-76,14,14,0,1980,03,21
,"Deer Lake, Canada",Tomahawk Airways,,Cessna 402,9,6,0,1980,03,24
,"Cuiaba, Brazil",VoteTaxi Aéreo,,Britten Norman BN Islander,9,9,0,1980,03,30
,"Florianopolis, Brazil",Transbrasil,Sao Paulo - Florianopolis,Boeing B-727-27C,58,55,0,1980,04,12
,"Posht-i-Badam, Iran",Military - U.S. Air Force,,Lockheed EC-130E Hercules,7,5,0,1980,04,24
,"Tenerife, Canary Islands",Dan Air Services,Manchester - Tenerife,Boeing B-727-64,146,146,0,1980,04,25
,"Don Muang, Thailand",Thai Airways,Khon Kaen - Bangkok,Hawker Siddeley HS-748-2,53,44,0,1980,04,27
,"Campinas, Brazil",VoteTaxi Aéreo,,Britten Norman BN Islander,7,7,0,1980,05,13
,"Off Varadero, Cuba",Cubana de Aviacion,Training,Ilyushin IL-14,3,3,0,1980,05,13
,"Near Rio Hacha, Colombia",Transportes Aereos del Caribe,Rio Hacha - Medellin,Aerospatiale Caravelle 6R,70,70,0,1980,12,21
,"Off Sarasota, Florida",Northeast Jet,"West Palm Beach, FL - New Orleans, LA",Learjet 25D,2,2,0,1980,05,19
,"Gran Canaria Island, Spain",Spanish Air Force,,Lockheed C-130,11,11,0,1980,05,28
,"Near Yachiba, Bolivia",Lloyd Aereo Boliviano,,Fairchild F-27J,13,13,0,1980,06,02
,"Near Matala, Angola",Lineas Aereas de Angola,,Yakovlev YAK-40,29,29,0,1980,06,08
,"Valley, Nebraska",Air Wisconsin,"Appleton, WI - Minneapolis, MN, - Lincoln, NE",Swearingen 226TC Metro II,15,13,0,1980,06,12
,"Near Dushanbe, Russia",Aeroflot,,Yakovlev YAK-40,29,29,0,1980,06,12
,"Lihue, Hawaii",Aero PaLease - Air Taxi,"Honolulu, HI - Lihue, HI",Piper PA-34,2,2,0,1980,06,15
,"Tyrrhenian Sea,  off Ustica, Italy",Itavia,Bologna - Palermo,McDonnell Douglas DC-9-15,81,81,0,1980,06,27
,"Near Tepic, Mexico",IMSS,,Embraer 110P1 Bandeirante,13,13,0,1980,07,07
,"Nar Alma-Ata, Kasakastan, USSR",Aeroflot,Alma Ata - Simferopol,Tupolev TU-154B,166,166,0,1980,07,07
,"Golovin, Alaska",Ryan Air Services,"Nome, AK - Unalakeet, AK",Cessna 402B,8,8,0,1980,07,12
,"Tusayan, Arizona",SceniAirlines,"Tusayan, AZ - Phoenix, AZ",Cessna 404 Titan II,8,8,0,1980,07,21
,"Philadelphia, Pennsylvania",Air Pennsylvania - Air Taxi,"Hazelton, PA - Philadelphia, PA",Piper PA-31-350,3,3,0,1980,07,25
,"Cerro Lilio, Mexico",Aeronaves del Peru,"Lima, Peu - Mexico City, Mexico",Douglas DC-8-43F,7,3,0,1980,08,01
,"Togiak, Alaska",Yute Air Alaska - Air Taxi,"Dillingham, AK - Return",de Havilland DHC-3,9,2,0,1980,08,03
,"Houma, Louisiana",Air Logistics,Oil Platform SS-224 - Houma LA,Bell 205A-1 helicopter,13,13,0,1980,08,06
,"Nouadhibou, Mauretania",Tarom,Bucurest  - Nouadhibou,Tupolev TU-154B-1,168,1,0,1980,08,07
,"Rio de Janeiro, Brazil",Prospec,,Britten-Norman BN-2A-6 Islander,3,3,0,1980,08,11
,"Sa Cabaneta, Spain",Spantax,,Learjet 35A,4,4,0,1980,08,13
,"Qatar, Qatar",Saudi Arabian Airlines,Dhahran - Karachi,Lockheed L-1011-200,291,2,0,1980,12,23
,"Ramstein AFB, West Germany",Military - U.S. Air Force,"Ramstein AFB - Oslo, Norway",Lockheed C-130E Hercules,11,11,0,1981,01,14
,"Near Riyadh, Saudi Arabia",Saudi Arabian Airlines,Riyadh - Jeddah,Lockheed 1011-200 TriStar,301,301,0,1980,08,19
,"Near Jakarta, Indonesia",Bouraq Indonesia Airlines,Banjarmasin-Sjamsudin Noor  -  Jakarta,Vickers Viscount 812,37,37,0,1980,08,26
,"Near Montelimar, France",Military - Kuwait Air Force,,Lockheed L-100-20 Hercules,8,8,0,1980,09,05
,"Puerto Olaya, Colombia",Aeronorte Colombia,Barranquilla - Bogota,Douglas C-47,3,3,0,1980,09,10
,"Off Freeport, Bahamas",Florida Commuter Airlines,West Palm Beach - Freeport Grand Bahama Islands,Douglas DC-3,34,34,0,1980,09,12
,"Kindu, Zaire",Military - Force Aérienne Zaïroise,,Lockheed Hercules C-130,36,36,0,1980,09,14
,"Near Medina, Saudi Arabia",Military - Royal Saudi Air Force,,Lockheed C-130E,89,89,0,1980,09,15
,"Near Kindu, Zaire",Military - Zairean Air Force,,de Havilland DHC-5 Buffalo,36,36,0,1980,09,17
,"Mount Smjorfjollum, Iceland",Flugfelag Austurlands,,Britten-Norman BN-2A-27 Islander,3,3,0,1980,09,22
,"Badakshan, Afghanistan",Military - Soviet Air Force,,Antonov AN-12V,45,45,0,1980,09,30
,"Gainsville, Florida",Tampa Air Center - Air Taxi,"Bartow, FL - Lake City, FL",Beechcraft E18S,3,3,0,1980,10,24
,"Caracas, Venezuela",Fuerza Aérea Venezolana,,Lockheed C-130H Hercules,11,11,0,1980,11,04
,"Near Cairo, Egypt",Military - U.S. Air Force,Ramstein AB - Cairo,Lockheed C-141A,13,13,0,1980,11,12
,"Annanberg, Papua New Guinea",Provincial Air Services,,Britten-Norman BN-2A Trislander,4,4,0,1980,11,17
,"Seoul, South Korea",Korean Airlines,Anchorage - Seoul,Boeing B-747-2B5B,226,15,0,1980,11,19
,"Near Medellin, Colombia",F.R. de la Direccion General de Ados,,Douglas C-47A-35-DL,20,20,0,1980,11,24
,"Pecos City, Texas",Central Air Services,,Douglas DC-7B,2,2,0,1980,11,28
,"Dar es Salaam, Tanzania",Tanzania Aviation,Dodoma - Dar es Salaam,Piper PA-42 Cheyenne,10,10,0,1980,12,05
,"Michigan City, IN",Queen Airmotive - Air Taxi,"Chicago, IL - Michigan City, IL",Beechcraft B90,4,4,0,1980,12,07
,"Cold Bay, Alaska",Penninsula Airways - Air Taxi,"King Cove, AK - Cold Bay, AK",Piper PA-32,4,4,0,1980,12,12
,"Tumut,, Australia",Eagle Airways,,Britten-Norman BN-2A Trislander,2,2,0,1980,12,16
,"Mt. Elena, Colombia",Aeropesca Colombia,Florence - Neiva,Vickers Viscount 745D,50,50,0,1981,08,27
,"Spokane, Washington",Cascade Airways,Moses Lake - Spokane,Beechcraft 99A,9,7,0,1981,01,20
,"Winnemucca, Nevada",Orcon Inc. - Air Taxi,"Reno, NV - Winnemucca, NV",Aero Commander 681,3,2,0,1981,01,27
,"Near Leningrad, Russia",Military - Soviet Navy,,Tupolev TU-104A,52,52,0,1981,02,07
,"Houma, Louisiana",Walker - Watts Aviation - Air Taxi,"New Orleans, LA - Houma, LA",Cessna 310R,4,4,0,1981,02,10
,"White Plains, New York",Private - Corporate,"White Plains, NY - Toronto, Canada - White Plains, NY",Lockheed 1339,8,8,0,1981,02,11
,"Avalon, California",Helicopter - Air Taxi,"San Pedro, CA - Avalon, CA",Sikorsky S-62A,8,2,0,1981,02,22
,"Belem, Brazil",VOTEC,Tucurui - Belem,Embraer 110P Bandeirante,14,11,0,1981,02,24
,"North Adams, Massachusetts",Berkshire Aviation - Air Taxi,"North Adams, MA - New York, NY",Cessna 310R,3,2,0,1981,02,25
,Off Tabones Island  Philippines,Military - U.S. Air Force,,Lockheed MC-130E-Y,24,23,0,1981,02,26
,"Fallon, Nevada",Air Chaparral - Air Taxi,"Fallon, NV - Austin, NVq",Cessna T210N,2,2,0,1981,03,02
,"Moroni, Comoro Islands",Military - French Naval Aviation,,Dassault-Breguet Atlantique,18,18,0,1981,03,10
,"Shemya AFB, Alaska",Military - U.S. Air Force,Fairbanks - Shemya AFB,Boeing RC-135S,24,6,0,1981,03,15
,"Redzikowo, Poland",LOT Polish Airlines,,Antonov AN-24B,52,1,0,1981,03,26
,"Galena, Alaska",Galena Air Service - Air Taxi,"Hughes, AK - Galena, AK",Piper PA-31,4,4,0,1981,03,27
,"Mt. Hagen, Papua, New Guinea",Talair,,Cessna 402,8,8,0,1981,04,01
,"Laguna Soliz, Bolivia",Urcupina,,Douglas C-47A,7,7,0,1981,04,06
,"Cincinnati, Ohio",Freedom International,Cincinnati - Detroit,Learjet 23,2,1,0,1981,04,07
,"Loveland, Colorado",Air US / Private,"Denver, CO - Gillette, WY",Hadley Page 137Jetstream I / Cessna 206,19,15,0,1981,04,17
,"Pekanbaru, Indonesia",Airfast Indonesia,,Douglas C-47A-5-DK,17,15,0,1981,04,28
,"Near Fredrick, Maryland",Military - U.S. Air Force,Training,Boeing EC-135N,21,21,0,1981,05,06
,"Rio de la Plata, Argentina",Austral Lineas Aeras (Argentina),Tucuman - Buenos Aires,BAC One-Eleven 529FR,31,31,0,1981,05,07
,"Near Menongue, Angola",TAAG Angola Airlines,,Lockheed L-100-20 Hercules,4,4,0,1981,05,16
,"Pinarete Mountain, Mexico",Lineas Aereas,Oaxaca - Puerto Escondido,Convair CV-440-11,20,20,0,1981,05,21
,"Near Zumba, Ecuador",TAME,,de Havilland Canada DHC-6 Twin Otter 300,18,18,0,1981,05,22
,"Near Guachala, Ecuador",Military - Ecuadorean Air Force,Quito - Macara,Beech Super King Air 200/DHC6-Twin Otter,27,27,0,1981,05,24
,"Avalon, California",Shanair Inc. - Air Taxi,"Avalon, CA - Visalia, CA",Beechcraft 58,3,2,0,1981,05,28
,"Cairo, Egypt",Military - Egyptian Air Force,,Lockheed C-130H Hercules,17,17,0,1981,05,29
,"Ust-Barguzin, Russia",Aeroflot,Ulan - Severomuysk,Ilyushin Il-14,52,52,0,1981,06,13
,"Hualien, Taiwan",Taiwan Airlines,,Britten-Norman BN-2A-8 Islander,2,2,0,1981,06,13
,"Miraflores, Colombia",Taxi Aéreo el Venado,,Douglas DC-3,12,2,0,1981,06,17
,"Nailstone, England",Dan Air Services,London - East Midlands,Hawker Siddeley HS-748,3,3,0,1981,06,26
,"Muskegon, Michigan",G & W Aviation,"Muskegon, MI - Pontiac, MI",Cessna 401,5,5,0,1981,06,30
,"Near Yerevan, Armenia",TAR,"Tehran, Iran - Larnaca, Cyprus",Canadair CL-44D4-6,4,4,0,1981,07,18
,"Mogadishu, Somalia",Somali Airlines,Mogadishu- Hargeisa,Fokker F-27 Friendship 600RF,50,50,0,1981,07,20
,"Kansas City, Kansas",Air Taxi,"Kansas City, MO - York, NE",Beechcraft 58TC,4,4,0,1981,07,23
,Madagascar,Air Madagascar,,de Havilland Canada DHC-6 Twin Otter 300,19,19,0,1981,07,24
,"Caruru, Colombia",Transamazonica,,Douglas C-53D-DO,9,4,0,1981,07,25
,"Chihuahua, Mexico",Aeromexico,Monterey - Chihuahua,McDonnell Douglas DC-9-32,66,30,0,1981,07,27
,"Skagway, Alaska",Skagway Air Service - Air Taxi,"Skagway, AK - Local",Piper PA-32,6,6,0,1981,08,11
,"Near Sanyi, Miao-li, Taiwan",Far Eastern Air Transport,Taipei - Kaohsiung,Boeing B-737-222,110,110,0,1981,08,22
,"Near Zavitinsk, Russia",Aeroflot / Military - Russian Air Force,Komsomol'sk-na-Amure - Blagoveshchensk,Antonov AN-24RV / Soviet Air Force TU-16,32,31,0,1981,08,24
,"Zeya, Russia",Aeroflot,Chita - Zeya,Yakovlev YAK-40,34,3,0,1981,08,29
,"Paipa, Colombia",Taxi Aereo el Venado,,Embraer 110P1 Bandeirante,22,21,0,1981,09,02
,"Zeleznogorsk, Russian",Aeroflot /Military - Russian,,Yakovlev YAK-40 / Mil Mi-8,33,33,0,1981,09,18
,"Nellis AFB, Nevada",Military - U.S. Air Force,"Fort Lewis, WA - Indian springs, NV",Lockheed C-130H Hercules,68,7,0,1981,09,21
,"Near Babaeski, Turkey",Military - Turkish Air Force,,Northrop F-5A,0,0,40,1981,09,22
,"Tehran, Iran",Military - Iranian Air Force,Ahwaz - Tehran,Lockheed C-130H,60,60,20,1981,09,29
,"Casper, Wyoming",Sky Train Air,"Casper, WY - McAllen, TX",Learjet 24,3,3,0,1981,10,01
,"Moerdijk, Netherlands",NLM (Nederlandse Luchtvaart Maatschappij),Rotterdam - Eindhoven - Hamburgh,Fokker F-28 Fellowship 4000,17,17,0,1981,10,06
,"Kufstein, Austria",Oefag Flugdienst,,Cessna 404 Titan,9,9,0,1981,10,15
,"St. Thomas, U.S. Virgin Islands",Aerolineas Argo,Saint Croix - Saint Thomas,Lockheed L-749A Constellation,5,5,0,1981,10,26
,"Bafoussam, Cameroon",Cameroon Airlines,,de Havilland Canada DHC-6 Twin Otter 300,24,1,0,1981,10,31
,"Sierra de Guerro, Mexico",Aeromexico,Acapulco - Guadalajara,McDonnell Douglas DC-9-32,18,18,0,1981,11,08
,"Mount Pocono, Pennsylvania",Moyer Aviation - Air Taxi,"Millinocket, ME - Mount Pocono, PA",Piper PA-32,4,4,0,1981,11,15
,"Norilsk, Russia",Aeroflot,Krasnoyarsk - Norilsk,Tupolev TU-154B-2,167,99,0,1981,11,16
,"Biratnagar, Nepal",Royal Nepal Airlines,,Pilatus PC-6/B2-H2 Turbo-Porter,10,10,0,1981,11,19
,"Castries, Saint Lucia Island",Guyana Airways,,Douglas DC-6A,3,3,0,1981,11,30
,"Mt. San Pietro, near Ajaccio, Corsica, France",Inex Adria Aviopromet (Yugoslavia),Ljubljana - Ajaccio,McDonnell Douglas MD-81,180,180,0,1981,12,01
,"Honolulu, Hawaii",Private - Parajump air show,"Haliive, HI  - Honolulu, HI",Beech C-45H,12,11,0,1981,12,05
,"Tyonek, Alaska",Spernak Airways - Air Taxi,"Tyonek, AK - Anchorage, AK",Cessna 207A,4,4,0,1981,12,10
,"Mt. McKinley, AK",Hudson Air Service - Air Taxi,"Talkeetna, AK - Return",Cessna 185,4,2,0,1981,12,15
,"Kuala Belait, Brunei",Bristow Helicopters,,Aerospatiale Puma,,12,0,1981,12,16
,"Near Covenas, Colombia",ACES Colombia,,de Havilland Canada DHC-6 Twin Otter 300,13,13,0,1981,12,18
